Bd1	0	1000000	109579	195052	153745	174257	162303	177239
Bd1	1000000	2000000	111432	197754	156395	175387	164427	181120
Bd1	2000000	3000000	112274	195228	152862	173788	162052	176910
Bd1	3000000	4000000	107615	188399	147356	167055	154782	168398
Bd1	4000000	5000000	102907	180727	142120	160918	147885	163326
Bd1	5000000	6000000	116178	198985	158141	178702	165526	183923
Bd1	6000000	7000000	109168	188887	148526	167678	156610	171379
Bd1	7000000	8000000	109802	191758	150995	169922	155634	169123
Bd1	8000000	9000000	112500	193623	150968	172654	158289	172748
Bd1	9000000	10000000	109253	192700	150183	169631	154864	168382
Bd1	10000000	11000000	94844	163900	129382	146418	133496	146310
Bd1	11000000	12000000	100076	176234	137231	154995	140847	153279
Bd1	12000000	13000000	103109	180860	141741	160058	145769	158462
Bd1	13000000	14000000	78583	138745	109345	124274	115139	125099
Bd1	14000000	15000000	105838	182447	143827	162669	151355	166321
Bd1	15000000	16000000	108049	187251	148395	166984	155917	170173
Bd1	16000000	17000000	94292	162990	128243	146124	134202	144709
Bd1	17000000	18000000	102335	175479	137492	156791	143597	157145
Bd1	18000000	19000000	105459	177391	141289	160035	148077	159925
Bd1	19000000	20000000	97751	169129	133461	150574	139999	152939
Bd1	20000000	21000000	108023	182869	144540	164167	150434	163191
Bd1	21000000	22000000	104143	180373	141139	159717	147427	158284
Bd1	22000000	23000000	76445	135073	105904	120588	109833	120104
Bd1	23000000	24000000	84544	148560	115635	131656	118263	128907
Bd1	24000000	25000000	82518	143641	111966	126692	114580	124303
Bd1	25000000	26000000	108367	190360	149233	169982	157271	172464
Bd1	26000000	27000000	82387	142737	112157	129680	118159	127919
Bd1	27000000	28000000	98940	172089	136107	153173	140448	152604
Bd1	28000000	29000000	95624	163677	129770	145808	133567	144564
Bd1	29000000	30000000	87296	149651	118719	132930	123079	132362
Bd1	30000000	31000000	90576	156649	124281	139100	127057	137795
Bd1	31000000	32000000	84792	149285	116866	132454	120000	128653
Bd1	32000000	33000000	88920	152941	119751	137844	124775	134252
Bd1	33000000	34000000	95053	163488	129578	146683	129979	141305
Bd1	34000000	35000000	80465	135446	107274	121219	110761	115722
Bd1	35000000	36000000	57486	87663	70210	79194	69683	76042
Bd1	36000000	37000000	44877	76498	59023	67697	60958	62540
Bd1	37000000	38000000	32725	53829	42492	48368	43461	44964
Bd1	38000000	39000000	57950	99777	77905	89422	78478	84694
Bd1	39000000	40000000	50998	88209	68008	78372	70626	74310
Bd1	40000000	41000000	65638	114473	89006	101678	90257	97875
Bd1	41000000	42000000	79635	134690	106880	121158	109045	117640
Bd1	42000000	43000000	90457	153585	120826	137908	123592	131760
Bd1	43000000	44000000	87552	151547	119677	135201	123387	133787
Bd1	44000000	45000000	76273	132876	103987	117778	108047	115390
Bd1	45000000	46000000	93188	162365	127473	144677	131190	143210
Bd1	46000000	47000000	90684	148054	116467	131799	120518	129895
Bd1	47000000	48000000	84840	147033	115011	131575	120075	129723
Bd1	48000000	49000000	91708	158388	124836	140426	130028	141062
Bd1	49000000	50000000	76758	134281	104954	120034	108656	119579
Bd1	50000000	51000000	98169	172527	137281	155015	142157	157230
Bd1	51000000	52000000	82327	142850	112827	127306	114978	123011
Bd1	52000000	53000000	90524	158203	123054	139572	125933	137537
Bd1	53000000	54000000	95293	166036	130040	147869	131535	143206
Bd1	54000000	55000000	81683	142776	111303	126646	113207	123163
Bd1	55000000	56000000	79326	138962	109518	125211	113581	123557
Bd1	56000000	57000000	80087	141222	111700	127082	115534	123449
Bd1	57000000	58000000	73053	127406	100336	114657	103080	112838
Bd1	58000000	59000000	95704	168734	134850	151068	141085	151212
Bd1	59000000	60000000	68441	117025	91731	104743	94863	100552
Bd1	60000000	61000000	100888	175277	137084	156192	141670	152990
Bd1	61000000	62000000	109202	193178	151439	171579	156860	170271
Bd1	62000000	63000000	102479	177330	140653	157626	142578	156232
Bd1	63000000	64000000	103900	178468	140091	157484	144021	156203
Bd1	64000000	65000000	106435	181042	142896	162260	147665	160820
Bd1	65000000	66000000	111731	189373	148990	169020	154322	169525
Bd1	66000000	67000000	110797	191523	150039	169820	156787	171640
Bd1	67000000	68000000	109024	185007	147246	166192	152660	166774
Bd1	68000000	69000000	102437	180730	141160	160324	145967	159787
Bd1	69000000	70000000	109286	186604	147243	167191	153672	169270
Bd1	70000000	71000000	112246	190686	152050	171372	157870	170558
Bd1	71000000	72000000	82897	140796	111053	126783	116412	126674
Bd1	72000000	73000000	115359	200110	156691	178033	165033	181424
Bd1	73000000	74000000	115812	197449	156736	178285	166554	182332
Bd1	74000000	75000000	107859	189763	150935	168797	156850	172196
Bd1	75000000	75071545	6932	11824	9262	10754	9543	9905
Bd2	0	1000000	99619	175551	139045	157045	143937	157771
Bd2	1000000	2000000	109997	187793	149794	168551	156689	169217
Bd2	2000000	3000000	109847	193321	150852	170674	158410	172292
Bd2	3000000	4000000	104657	186133	144052	165995	151546	167303
Bd2	4000000	5000000	105276	184175	144275	162594	148024	164644
Bd2	5000000	6000000	106318	182191	144089	162847	150527	162289
Bd2	6000000	7000000	99888	174755	136425	155799	143096	154355
Bd2	7000000	8000000	87571	154104	120400	136688	123052	137172
Bd2	8000000	9000000	95663	167232	130145	148541	135820	146892
Bd2	9000000	10000000	98316	166299	130950	147833	135226	146029
Bd2	10000000	11000000	93564	162562	128567	145090	132163	144518
Bd2	11000000	12000000	92733	154568	121842	138060	121834	136729
Bd2	12000000	13000000	84882	147428	115677	130613	119255	130145
Bd2	13000000	14000000	100544	173996	137822	155963	144872	156083
Bd2	14000000	15000000	96806	167258	133391	150184	139401	150717
Bd2	15000000	16000000	81060	138789	110068	125016	116501	124657
Bd2	16000000	17000000	99539	171803	136147	152950	140724	153814
Bd2	17000000	18000000	101426	175455	139330	157319	142954	155610
Bd2	18000000	19000000	87930	149948	118285	135203	123989	133594
Bd2	19000000	20000000	81042	137181	107664	123370	112803	122520
Bd2	20000000	21000000	92753	158075	124413	142109	127823	137819
Bd2	21000000	22000000	84273	140131	110780	125416	114756	124143
Bd2	22000000	23000000	80908	137818	108413	123271	111674	118998
Bd2	23000000	24000000	83764	143064	112490	127214	115390	123943
Bd2	24000000	25000000	68158	116180	90536	103913	93775	101244
Bd2	25000000	26000000	86878	148939	116370	132939	120143	128841
Bd2	26000000	27000000	58753	102259	80800	91178	81099	86977
Bd2	27000000	28000000	62951	108026	86355	96759	86725	92480
Bd2	28000000	29000000	29736	50111	39957	45128	41617	41490
Bd2	29000000	30000000	41205	69961	54134	62499	55724	57950
Bd2	30000000	31000000	48525	81524	64352	73800	65180	68168
Bd2	31000000	32000000	71665	120476	95533	108109	97142	104274
Bd2	32000000	33000000	65381	110908	87801	99828	88948	96092
Bd2	33000000	34000000	85338	148009	116611	130866	119450	128979
Bd2	34000000	35000000	100182	174357	135535	154068	139377	151282
Bd2	35000000	36000000	67267	118670	91859	104372	93726	102043
Bd2	36000000	37000000	90637	161501	126033	143589	129559	140642
Bd2	37000000	38000000	100572	174033	137042	154696	142110	153207
Bd2	38000000	39000000	99751	173073	136568	155467	141997	154217
Bd2	39000000	40000000	63626	111349	87459	99642	89219	100044
Bd2	40000000	41000000	66273	116111	90871	103671	91478	100037
Bd2	41000000	42000000	84339	147827	115668	131214	117882	128573
Bd2	42000000	43000000	94905	164074	127742	144484	133082	143404
Bd2	43000000	44000000	96760	170236	134410	152771	139757	151544
Bd2	44000000	45000000	90348	153726	120817	137857	123612	133173
Bd2	45000000	46000000	100076	171494	134656	151985	139572	150331
Bd2	46000000	47000000	107733	184404	145945	164580	150232	164237
Bd2	47000000	48000000	92853	159303	126436	143912	129744	143780
Bd2	48000000	49000000	104422	178140	142894	159217	147170	159084
Bd2	49000000	50000000	105856	182017	145722	162531	150203	164403
Bd2	50000000	51000000	112008	195094	153941	175033	159820	176544
Bd2	51000000	52000000	113184	194090	153367	174357	160803	174335
Bd2	52000000	53000000	117342	199331	158387	177512	163927	181549
Bd2	53000000	54000000	117461	198152	158280	178176	165410	179459
Bd2	54000000	55000000	112314	188423	149760	168749	157451	171454
Bd2	55000000	56000000	109084	187932	147555	166730	153797	169276
Bd2	56000000	57000000	115542	197337	155283	174623	162187	179928
Bd2	57000000	58000000	109721	189916	148831	169608	157072	173688
Bd2	58000000	59000000	114076	203710	159479	181183	169280	185429
Bd2	59000000	59130575	13947	25389	19369	22151	20623	22824
Bd3	0	1000000	94299	171611	133481	150405	140105	154904
Bd3	1000000	2000000	116244	208024	162720	184255	171932	188720
Bd3	2000000	3000000	104327	185389	143703	163185	148900	165185
Bd3	3000000	4000000	102264	181395	141280	159602	146591	161684
Bd3	4000000	5000000	103371	179830	141678	161960	148106	162539
Bd3	5000000	6000000	102786	178816	140544	159205	143521	158366
Bd3	6000000	7000000	101856	178446	140643	157980	144177	157584
Bd3	7000000	8000000	98062	170084	135192	151647	139008	149875
Bd3	8000000	9000000	90240	157615	123825	142243	126017	138735
Bd3	9000000	10000000	86815	152105	118253	133668	122095	132922
Bd3	10000000	11000000	43606	72992	57992	66296	59662	61940
Bd3	11000000	12000000	85531	149572	119108	133875	124793	136330
Bd3	12000000	13000000	95825	170417	132268	151304	137535	150184
Bd3	13000000	14000000	91116	156474	122867	139744	125936	139149
Bd3	14000000	15000000	94930	163960	129485	146710	133220	145431
Bd3	15000000	16000000	75579	131931	103862	117195	105346	114401
Bd3	16000000	17000000	80667	140575	110056	124751	113912	122761
Bd3	17000000	18000000	88084	150889	117782	132833	120678	130136
Bd3	18000000	19000000	75767	131539	103374	116838	105671	114237
Bd3	19000000	20000000	89851	159989	124994	141161	126455	138600
Bd3	20000000	21000000	85926	147660	117149	132516	121096	128731
Bd3	21000000	22000000	80187	137199	107013	121824	109484	117918
Bd3	22000000	23000000	72175	123700	97683	109811	99281	106978
Bd3	23000000	24000000	39032	64924	50703	58659	52159	53182
Bd3	24000000	25000000	49422	83277	65291	75739	68404	70882
Bd3	25000000	26000000	31638	52057	40866	46901	41726	43591
Bd3	26000000	27000000	46820	77104	61350	69683	63443	64501
Bd3	27000000	28000000	77864	129065	102483	116436	105008	113753
Bd3	28000000	29000000	79058	135091	106443	120980	109150	117850
Bd3	29000000	30000000	79611	139195	109762	123456	111783	121059
Bd3	30000000	31000000	59009	101611	80114	91293	81705	88905
Bd3	31000000	32000000	85938	150625	118259	133399	120602	131461
Bd3	32000000	33000000	85432	144966	115846	129809	119520	127236
Bd3	33000000	34000000	70808	119068	95641	107814	98724	105811
Bd3	34000000	35000000	63325	110224	86841	98518	89883	98443
Bd3	35000000	36000000	94023	158248	125615	143385	131038	140175
Bd3	36000000	37000000	104296	181207	144150	161963	149882	162432
Bd3	37000000	38000000	100540	172140	135923	153979	140991	153356
Bd3	38000000	39000000	84860	147500	118526	133489	121615	130648
Bd3	39000000	40000000	75149	129186	102384	113917	105933	115858
Bd3	40000000	41000000	99416	170606	134907	152954	141062	152861
Bd3	41000000	42000000	105338	183600	144422	164203	150364	163786
Bd3	42000000	43000000	108480	187626	147751	168247	156050	170427
Bd3	43000000	44000000	106850	185872	145867	165428	154554	169109
Bd3	44000000	45000000	85331	150830	118134	133651	121310	132505
Bd3	45000000	46000000	80113	138360	108624	123679	112177	120899
Bd3	46000000	47000000	75747	131354	103507	117295	106185	115222
Bd3	47000000	48000000	94415	166993	129077	146439	134004	147094
Bd3	48000000	49000000	106940	184657	144723	164887	148938	163132
Bd3	49000000	50000000	98945	171405	133273	150387	140081	152456
Bd3	50000000	51000000	107954	186167	145476	165471	149871	166377
Bd3	51000000	52000000	103195	178740	141048	159407	147067	159779
Bd3	52000000	53000000	113347	193873	154192	174852	161499	175603
Bd3	53000000	54000000	114608	198873	156361	175924	163510	181491
Bd3	54000000	55000000	111517	190803	150770	170154	158089	173880
Bd3	55000000	56000000	118413	205725	162472	183285	170715	188962
Bd3	56000000	57000000	103917	180634	140680	160792	148766	163056
Bd3	57000000	58000000	97892	169157	134562	152108	141768	155052
Bd3	58000000	59000000	118441	205739	162412	183459	167933	186664
Bd3	59000000	59640145	64582	115955	91935	103974	97287	105074
Bd4	0	1000000	106197	185645	147341	164838	153266	167803
Bd4	1000000	2000000	94433	169344	132472	149522	137344	152811
Bd4	2000000	3000000	98062	174448	136376	152676	139367	152944
Bd4	3000000	4000000	103337	182211	142588	160312	147119	160326
Bd4	4000000	5000000	91080	160428	124963	142322	125895	139283
Bd4	5000000	6000000	88889	158114	123964	140898	127050	140041
Bd4	6000000	7000000	94070	164286	128172	145365	130938	143629
Bd4	7000000	8000000	92881	163757	128359	144118	130443	143735
Bd4	8000000	9000000	55236	95250	75540	85658	76408	84744
Bd4	9000000	10000000	70449	123842	97683	111582	98099	107147
Bd4	10000000	11000000	51510	90220	70332	81650	71315	78032
Bd4	11000000	12000000	83875	149290	117926	132743	121013	129311
Bd4	12000000	13000000	64610	113748	89384	101584	89353	98340
Bd4	13000000	14000000	79672	137918	109264	122151	111618	120601
Bd4	14000000	15000000	80224	136281	108196	122891	110057	120071
Bd4	15000000	16000000	73444	127708	100194	114367	102270	110762
Bd4	16000000	17000000	63314	107590	84727	96218	87154	90870
Bd4	17000000	18000000	90147	153135	119919	136699	122925	132603
Bd4	18000000	19000000	69851	117704	92872	104376	93881	98437
Bd4	19000000	20000000	32179	52420	41631	47767	42872	43737
Bd4	20000000	21000000	39246	64404	51475	57786	52335	53751
Bd4	21000000	22000000	60757	101996	81238	92132	82313	87285
Bd4	22000000	23000000	55746	94938	74451	84164	76029	80145
Bd4	23000000	24000000	77001	133072	102636	117411	105126	112371
Bd4	24000000	25000000	44182	75266	59101	67897	58511	64111
Bd4	25000000	26000000	55523	95425	76471	86426	76154	82826
Bd4	26000000	27000000	65901	113757	89783	102750	92419	96886
Bd4	27000000	28000000	69516	120002	94797	108289	96693	103303
Bd4	28000000	29000000	73402	124738	98080	110501	96989	107144
Bd4	29000000	30000000	74734	132111	103756	117862	106133	116752
Bd4	30000000	31000000	67151	116870	91766	105043	94650	101907
Bd4	31000000	32000000	78233	139725	110393	124509	114322	125357
Bd4	32000000	33000000	82241	144231	112728	128480	114247	123390
Bd4	33000000	34000000	86395	148616	116545	132671	120014	132245
Bd4	34000000	35000000	87360	151551	119547	135401	123553	133517
Bd4	35000000	36000000	93256	159727	126699	142642	130318	139887
Bd4	36000000	37000000	96981	165557	130962	148547	135957	146493
Bd4	37000000	38000000	102069	174698	138520	156156	144975	155125
Bd4	38000000	39000000	92841	157579	125668	141947	129795	140148
Bd4	39000000	40000000	101367	174332	137785	155833	143050	156155
Bd4	40000000	41000000	104167	178568	141292	158861	146612	160060
Bd4	41000000	42000000	103776	179418	139485	159151	145858	159423
Bd4	42000000	43000000	105407	186015	147438	166025	154632	168017
Bd4	43000000	44000000	105693	184985	145793	163911	151354	166092
Bd4	44000000	45000000	108748	189250	149796	168227	153085	168492
Bd4	45000000	46000000	99183	174146	136870	155249	140087	155906
Bd4	46000000	47000000	102261	179955	142736	160446	148183	162452
Bd4	47000000	48000000	93665	165100	130841	147941	137406	150584
Bd4	48000000	48594894	48551	86258	67899	76986	71479	78605
Bd5	0	1000000	61860	106518	84736	95063	86108	92525
Bd5	1000000	2000000	78506	137501	107539	121864	110248	118591
Bd5	2000000	3000000	68369	117985	93291	106362	95505	102420
Bd5	3000000	4000000	76273	132004	103287	117074	104490	110927
Bd5	4000000	5000000	65900	113605	90039	101418	90689	95206
Bd5	5000000	6000000	56670	95444	75870	85256	76002	80081
Bd5	6000000	7000000	62876	107889	84942	96610	86332	92967
Bd5	7000000	8000000	33896	56720	45418	51831	45905	47233
Bd5	8000000	9000000	42135	70870	56370	64564	57392	58761
Bd5	9000000	10000000	60146	96776	76230	86499	77851	81853
Bd5	10000000	11000000	73575	123985	97489	110022	98699	104557
Bd5	11000000	12000000	67795	112461	89199	100969	91535	96771
Bd5	12000000	13000000	80535	135384	107454	122347	112200	117836
Bd5	13000000	14000000	87519	151222	120611	135530	122106	132398
Bd5	14000000	15000000	68786	117166	91667	104875	92687	101073
Bd5	15000000	16000000	84981	143363	114826	129246	118763	126259
Bd5	16000000	17000000	85649	149420	116598	132001	121541	130466
Bd5	17000000	18000000	102683	178525	139485	157630	147070	158806
Bd5	18000000	19000000	89240	154799	122396	138743	126161	137568
Bd5	19000000	20000000	88722	151184	119332	135883	123265	134000
Bd5	20000000	21000000	99834	169653	131892	151669	138907	152217
Bd5	21000000	22000000	107472	184115	144827	165880	149953	164514
Bd5	22000000	23000000	101888	171807	136706	154809	140987	154655
Bd5	23000000	24000000	95397	163760	128876	146653	133701	146870
Bd5	24000000	25000000	97689	170836	134289	151324	140067	154832
Bd5	25000000	26000000	106655	184416	145792	164984	154190	168871
Bd5	26000000	27000000	108528	189080	149513	168346	159448	174529
Bd5	27000000	28000000	109740	191479	151579	171545	159801	175864
Bd5	28000000	28630136	47692	83830	66754	76386	71657	78442
scaffold_12	0	23566	102	155	96	160	93	131
scaffold_14	0	20560	231	418	281	419	343	302
scaffold_135	0	3881	0	0	0	0	0	0
scaffold_180	0	1933	0	0	0	0	0	0
Bd1_centromere_containing_Bradi1g41430	0	46184	2127	3434	2761	3022	2937	3056
